Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2022-02-25,Levante,Elche,H,11,8,4,3,17,8,3,3,1,2,0,1
2022-02-26,Mallorca,Valencia,A,23,8,3,4,14,21,14,1,4,6,0,1
2022-02-26,Getafe,Alaves,D,12,7,3,3,7,24,6,1,2,4,1,0
2022-02-26,Vallecano,Real Madrid,A,19,13,5,6,20,5,5,9,5,3,0,0
2022-02-26,Ath Madrid,Celta,H,13,16,6,2,10,7,5,9,4,3,0,0
2022-02-27,Sociedad,Osasuna,H,11,11,5,1,10,9,6,5,0,4,0,0
2022-02-27,Villarreal,Espanol,H,19,7,11,2,11,12,10,3,2,1,0,0
2022-02-27,Sevilla,Betis,H,12,10,3,2,13,16,4,4,6,3,0,0
2022-02-27,Barcelona,Ath Bilbao,H,17,6,7,3,8,10,5,0,2,1,0,0
2022-02-28,Granada,Cadiz,D,6,12,1,4,12,17,0,4,3,3,1,0
2022-03-02,Mallorca,Sociedad,A,13,13,1,3,12,9,3,4,0,2,0,0
2022-03-04,Alaves,Sevilla,D,14,13,2,4,16,8,5,5,3,1,0,0
2022-03-05,Osasuna,Villarreal,H,12,10,3,1,12,6,6,8,1,0,0,0
2022-03-05,Espanol,Getafe,H,4,12,1,3,17,15,1,5,6,5,0,0
2022-03-05,Valencia,Granada,H,12,7,4,0,14,13,3,6,3,3,0,0
2022-03-05,Real Madrid,Sociedad,H,18,1,8,1,12,14,7,1,0,2,0,0
2022-03-06,Cadiz,Vallecano,H,13,14,7,3,23,15,5,6,5,3,0,0
2022-03-06,Elche,Barcelona,A,13,20,3,9,10,8,5,6,2,6,1,0
2022-03-06,Celta,Mallorca,H,16,12,8,3,17,9,4,5,5,4,1,0
2022-03-06,Betis,Ath Madrid,A,18,8,6,6,16,10,10,3,5,3,0,0
2022-03-07,Ath Bilbao,Levante,H,17,5,9,2,6,14,4,3,1,2,0,0
2022-03-11,Ath Madrid,Cadiz,H,6,14,5,3,23,14,0,4,4,1,1,0
2022-03-12,Levante,Espanol,D,14,6,3,1,17,10,8,2,4,4,0,0
2022-03-12,Granada,Elche,A,15,13,4,2,15,16,3,3,3,6,0,0
2022-03-12,Villarreal,Celta,H,10,12,3,2,12,14,5,6,1,1,0,0
2022-03-12,Getafe,Valencia,D,16,6,6,0,18,21,5,3,6,5,0,0
2022-03-13,Vallecano,Sevilla,D,10,3,2,2,16,15,5,6,0,1,0,0
2022-03-13,Betis,Ath Bilbao,H,8,11,5,2,17,12,5,6,4,5,1,0
2022-03-13,Sociedad,Alaves,H,15,13,6,4,15,12,6,4,1,1,0,0
2022-03-13,Barcelona,Osasuna,H,24,4,9,3,7,4,5,1,0,4,0,0
2022-03-14,Mallorca,Real Madrid,A,14,11,3,5,13,15,1,6,3,3,0,0
2022-03-18,Ath Bilbao,Getafe,D,22,7,11,2,15,13,8,2,4,5,0,2
2022-03-19,Osasuna,Levante,H,20,13,7,4,9,17,6,1,0,1,0,0
2022-03-19,Vallecano,Ath Madrid,A,15,11,3,3,15,12,3,6,0,0,0,1
2022-03-19,Alaves,Granada,A,11,12,6,3,12,10,6,2,4,6,0,1
2022-03-19,Elche,Valencia,A,8,8,2,3,19,14,4,2,3,3,1,0
2022-03-20,Espanol,Mallorca,H,12,9,3,3,14,12,6,6,3,3,0,0
2022-03-20,Cadiz,Villarreal,H,16,3,7,1,11,11,6,3,3,2,0,0
2022-03-20,Celta,Betis,D,9,7,3,1,12,12,2,2,1,2,0,0
2022-03-20,Sevilla,Sociedad,D,10,13,0,2,12,13,7,3,0,3,0,0
2022-03-20,Real Madrid,Barcelona,A,14,18,4,10,9,12,4,3,4,4,0,0
2022-04-02,Getafe,Mallorca,H,16,7,3,1,15,22,5,1,5,6,0,1
2022-04-02,Levante,Villarreal,H,13,13,4,2,16,13,1,8,4,2,0,0
2022-04-02,Celta,Real Madrid,A,10,12,4,6,16,12,9,3,3,0,0,0
2022-04-02,Ath Madrid,Alaves,H,14,7,8,1,10,13,8,2,1,0,0,0
2022-04-03,Barcelona,Sevilla,H,19,8,6,3,12,8,9,2,3,3,0,0
2022-04-03,Valencia,Cadiz,D,5,4,1,3,11,18,4,3,3,6,0,1
2022-04-03,Ath Bilbao,Elche,H,16,6,6,2,14,16,7,4,2,4,0,0
2022-04-03,Betis,Osasuna,H,24,10,8,3,11,5,11,7,1,3,0,0
2022-04-03,Granada,Vallecano,D,17,10,9,4,14,14,5,4,4,5,0,1
2022-04-04,Sociedad,Espanol,H,17,8,6,2,17,13,6,0,2,4,0,0
2022-04-08,Sevilla,Granada,H,16,15,8,5,7,7,14,3,2,2,0,0
2022-04-09,Cadiz,Betis,A,10,10,4,3,18,10,8,4,1,2,0,0
2022-04-09,Mallorca,Ath Madrid,H,10,9,3,1,14,11,1,6,1,4,0,0
2022-04-09,Villarreal,Ath Bilbao,D,11,12,5,6,17,15,7,2,2,3,0,0
2022-04-09,Real Madrid,Getafe,H,26,8,8,0,13,11,10,2,2,2,0,0
2022-04-10,Levante,Barcelona,A,11,14,6,7,8,7,4,3,1,1,0,0
2022-04-10,Elche,Sociedad,A,10,17,1,6,15,12,8,9,3,3,0,0
2022-04-10,Espanol,Celta,H,11,10,2,5,12,21,2,3,4,1,0,0
2022-04-10,Osasuna,Alaves,H,15,8,4,2,12,6,7,3,3,1,0,0
2022-04-11,Vallecano,Valencia,D,11,6,4,2,13,17,5,4,3,4,0,0
2022-04-15,Sociedad,Betis,D,9,9,2,2,17,7,8,1,4,4,1,0
